ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5690,0,2,1,4,47,1,1,0,9,3101,0
5691,1,2,2,0,120,0,1,0,4,3138,0
5692,2,2,3,0,40,1,1,1,9,3371,0
5693,4,2,1,2,49,1,1,0,9,3740,0
5694,3,2,3,2,46,2,2,0,3,3193,1
5695,4,2,2,1,79,1,2,1,6,2960,1
5696,0,2,1,0,87,0,1,1,4,3390,1
5697,1,2,1,0,95,3,2,1,1,3039,1
5698,2,2,1,3,151,1,1,0,8,2273,0
5699,4,2,1,0,74,0,1,0,1,3708,1
5700,3,2,1,1,179,0,1,0,4,3450,1
5701,4,2,2,3,51,2,1,0,7,3913,0
5702,0,2,2,3,92,1,1,1,5,2290,1
5703,1,2,3,4,152,0,1,1,3,3635,0
5704,2,2,1,0,149,0,1,0,7,2694,1
5705,4,2,2,4,68,1,0,1,2,2561,0
5706,3,2,2,1,164,1,2,0,2,2758,1
5707,4,2,2,3,53,0,2,0,8,2703,0
5708,0,2,1,1,78,1,1,1,2,2248,0
5709,1,2,2,4,146,0,1,0,0,3726,1
5710,2,2,2,0,38,1,2,1,6,3018,1
5711,4,2,2,4,93,1,2,0,2,3264,0
5712,3,2,4,4,167,5,0,1,6,3284,1
5713,4,2,3,1,184,1,0,0,7,3890,1
5714,0,2,2,1,162,5,2,1,2,2640,1
5715,1,2,2,3,83,1,0,0,0,3309,1
5716,2,2,3,0,154,2,2,1,9,3369,1
5717,4,2,2,3,116,0,2,1,4,2867,1
5718,3,2,2,2,140,1,1,1,3,2372,1
5719,4,2,1,0,143,6,0,1,5,3103,1
5720,0,2,4,2,209,2,1,1,2,270,0
5721,1,2,4,2,213,2,1,1,4,691,0
5722,2,2,4,2,170,2,2,1,7,945,1
5723,4,2,2,4,137,2,1,0,5,477,0
5724,3,2,3,4,191,2,1,1,3,491,1
5725,4,2,4,1,172,2,1,0,6,268,0
5726,0,2,4,3,194,2,2,1,9,353,0
5727,1,1,5,4,195,2,0,1,5,131,0
5728,2,1,3,4,131,3,2,0,2,666,0
5729,4,1,2,4,79,1,2,0,4,2310,0
5730,3,1,1,2,87,0,1,1,5,3096,0
5731,4,1,1,3,95,3,2,0,3,2358,1
5732,0,1,1,3,151,1,1,1,9,3790,1
5733,1,1,1,1,74,0,1,1,1,2330,1
5734,2,1,1,4,179,0,1,0,6,2717,0
5735,4,1,2,2,51,2,1,0,6,2952,0
5736,3,1,2,4,92,1,1,1,3,2730,0
5737,4,1,3,0,152,0,1,0,5,3346,0
5738,0,1,1,2,149,0,1,0,3,2815,1
5739,1,1,2,4,68,1,0,1,6,2754,0
5740,2,1,2,0,164,1,2,1,8,3917,1
5741,4,1,2,1,53,0,2,1,7,3513,1
5742,3,1,1,0,78,1,1,1,6,2431,1
5743,4,1,2,0,146,0,1,0,1,3858,0
5744,0,1,2,4,38,1,2,0,3,3479,0
5745,1,1,2,2,93,1,2,0,3,2521,0
5746,2,1,4,4,167,5,0,1,8,4016,1
5747,4,1,3,2,184,1,0,1,1,3338,0
5748,3,1,2,3,162,5,2,1,7,3148,0
5749,4,0,2,0,83,1,0,1,4,2245,0
5750,0,0,3,3,154,2,2,1,3,2633,0
5751,1,0,2,0,116,0,2,0,6,3896,0
5752,2,0,2,3,140,1,1,1,9,2458,1
5753,4,0,1,3,143,6,0,1,3,2308,0
5754,3,0,4,3,209,2,1,0,6,168,1
5755,4,0,4,0,213,2,1,0,5,836,1
5756,0,0,4,0,170,2,2,0,1,832,1
5757,1,0,2,1,137,2,1,1,6,831,0
5758,2,0,3,0,191,2,1,0,3,560,0
5759,4,0,4,4,172,2,1,0,1,314,0
5760,3,0,4,0,194,2,2,1,5,487,1
5761,4,0,5,2,148,3,2,0,9,878,1
5762,0,0,4,2,149,2,1,1,1,154,1
5763,1,0,3,3,123,3,1,1,4,837,0
5764,2,0,4,2,161,2,1,0,3,346,1
5765,4,0,4,0,154,2,1,0,1,758,1
5766,3,0,4,0,153,2,2,1,1,185,1
5767,4,0,3,3,163,3,1,0,1,607,1
5768,0,0,4,3,170,2,1,1,2,485,1
5769,1,0,4,4,148,2,2,0,3,627,1
5770,2,0,2,1,143,4,1,0,6,899,0
5771,4,2,2,1,174,3,1,1,5,502,0
5772,3,2,4,3,174,2,1,0,9,195,1
5773,4,2,4,4,161,2,2,0,0,921,1
5774,0,2,2,1,147,3,2,0,3,613,1
5775,1,2,3,1,168,4,2,1,9,638,1
5776,2,2,3,3,128,4,1,0,5,46,1
5777,4,2,4,4,208,2,1,1,7,731,1
5778,3,2,2,1,147,3,2,0,7,887,0
5779,4,2,4,2,176,2,1,1,4,344,1
5780,0,2,3,3,173,3,1,0,3,518,1
5781,1,2,5,2,171,2,1,1,6,371,0
5782,2,2,4,0,155,2,1,1,1,658,0
5783,4,2,2,2,153,3,1,0,2,11,1
5784,3,2,5,1,188,2,1,0,5,531,1
5785,4,2,2,0,158,3,2,0,2,850,1
5786,0,2,4,4,173,2,1,1,4,258,1
5787,1,2,5,4,169,2,1,0,8,380,0
5788,2,2,3,2,124,4,2,0,5,802,1
5789,4,2,2,3,121,3,2,0,3,485,0
5790,3,2,5,3,189,2,2,0,1,16,1
5791,4,2,3,0,169,3,2,0,2,496,1
5792,0,2,3,0,144,3,2,1,0,196,0
5793,1,2,3,4,151,1,1,1,0,3294,0
5794,2,2,3,3,83,4,2,0,7,2713,1
5795,4,2,2,4,46,0,2,0,8,3481,1
5796,3,2,2,2,111,3,0,0,5,2261,0
5797,4,2,1,0,87,1,2,1,6,3881,1
5798,0,2,2,2,71,0,2,0,1,3597,0
5799,1,2,2,2,79,1,1,0,1,3276,0
5800,2,2,1,4,87,0,1,1,7,3912,1
5801,4,2,4,4,80,1,1,0,9,3370,0
5802,3,2,1,3,91,1,1,1,6,3473,0
5803,4,2,2,4,47,1,2,0,7,2258,1
5804,0,2,2,2,40,1,1,0,6,4001,0
5805,1,2,1,2,82,1,1,1,2,3453,1
5806,2,2,2,3,112,0,2,0,5,3066,1
5807,4,2,2,0,75,0,2,1,0,3682,0
5808,3,2,0,0,101,2,1,1,4,2712,0
5809,4,2,3,0,83,1,1,0,6,3848,0
5810,0,2,4,3,101,3,2,1,3,3920,1
5811,1,2,3,3,189,0,1,1,1,2609,1
5812,2,2,4,0,45,3,1,0,8,3190,0
5813,4,2,2,4,178,1,2,1,4,2866,0
5814,3,2,3,1,191,1,2,0,2,2988,1
5815,4,2,3,2,122,1,2,0,3,2314,1
5816,0,2,1,0,117,1,0,0,5,3588,0
5817,1,2,0,0,111,2,1,1,0,3783,0
5818,2,2,3,4,177,2,1,1,6,2184,1
5819,4,2,1,2,89,1,1,1,5,4020,1
5820,3,2,1,0,96,1,1,0,3,3250,0
5821,4,2,2,3,180,0,2,0,2,2419,1
5822,0,2,3,1,133,0,2,1,0,3767,0
5823,1,2,1,4,152,0,0,1,2,3352,1
5824,2,2,1,3,171,1,0,0,1,3272,1
5825,4,2,2,3,176,1,1,1,8,3511,0
5826,3,2,1,2,57,1,1,1,7,3540,0
5827,4,2,2,1,150,2,2,1,6,3135,1
5828,0,2,1,2,165,2,1,0,8,2631,1
5829,1,2,2,4,111,0,1,0,2,3335,1
5830,2,2,1,0,37,1,2,1,7,2732,0
5831,4,2,1,4,173,3,1,1,5,3962,1
5832,3,2,2,2,155,1,0,1,7,4011,1
5833,4,2,2,1,156,2,1,0,2,3039,1
5834,0,2,1,4,39,0,1,0,3,3340,1
5835,1,2,2,2,177,2,2,0,0,2685,0
5836,2,2,2,1,72,1,1,1,2,2750,1
5837,4,2,0,3,137,0,2,0,5,2852,0
5838,3,2,1,1,37,0,1,0,2,2774,1
5839,4,2,1,4,51,2,0,1,9,3235,1
5840,0,2,3,1,153,4,1,1,7,3680,0
5841,1,2,4,2,163,2,1,0,2,2234,1
5842,2,2,2,1,98,1,1,0,9,3242,1
5843,4,2,2,4,38,4,2,1,6,2967,1
5844,3,2,1,3,2,1,1,1,4,2542,0
5845,4,2,3,0,42,1,1,1,9,3659,1
5846,0,2,3,4,97,3,0,0,3,3165,1
5847,1,2,3,4,88,1,2,1,6,2837,0
5848,2,2,2,3,76,1,2,1,6,3176,0
5849,4,2,2,2,152,0,2,1,1,2797,1
5850,3,2,0,3,18,3,0,0,4,3395,1
5851,4,2,2,4,105,0,0,0,1,2754,0
5852,0,2,1,3,110,2,2,1,1,2483,0
5853,1,2,4,0,89,2,0,0,9,3320,1
5854,2,2,3,1,176,1,0,1,4,3055,0
5855,4,2,2,2,170,0,2,1,5,2401,1
5856,3,2,1,3,107,0,1,1,8,3776,0
5857,4,2,2,2,122,3,1,1,1,2913,1
5858,0,2,0,4,183,1,1,0,7,2730,0
5859,1,2,2,3,63,0,1,1,3,2745,1
5860,2,2,3,2,42,1,1,0,4,3731,1
5861,4,2,1,1,128,1,1,0,6,3927,0
5862,3,2,1,2,173,1,1,1,3,2422,0
5863,4,2,3,2,25,0,2,0,3,3299,1
5864,0,1,2,2,38,0,1,0,1,2624,0
5865,1,1,2,4,163,1,2,1,3,3405,1
5866,2,1,2,3,110,0,0,1,7,2213,1
5867,4,1,1,0,113,0,1,1,5,3745,1
5868,3,1,1,2,49,1,2,1,0,3752,0
5869,4,1,3,1,68,0,2,1,7,3760,0
5870,0,1,1,0,37,1,2,1,5,3517,1
5871,1,1,1,1,82,1,1,0,4,3730,0
5872,2,1,2,2,79,0,1,1,2,2316,0
5873,4,1,0,3,146,1,2,1,7,2984,0
5874,3,1,2,1,106,1,1,1,7,2675,1
5875,4,1,2,2,80,0,1,0,5,3223,1
5876,0,1,2,2,107,2,1,0,0,3339,0
5877,1,1,2,2,111,2,1,1,4,3090,1
5878,2,1,2,1,172,1,2,1,0,3012,0
5879,4,1,1,2,148,1,1,1,5,3186,0
5880,3,1,1,4,38,1,1,0,9,2789,0
5881,4,1,1,3,47,1,1,0,0,2503,1
5882,0,1,1,4,150,1,1,0,1,3608,1
5883,1,1,1,1,61,0,1,0,6,3296,0
5884,2,1,1,2,73,1,1,1,9,3221,0
5885,4,1,2,4,135,1,1,0,5,2556,1
5886,3,0,1,2,166,3,2,0,0,3123,0
5887,4,0,1,1,131,0,2,1,9,2404,0
5888,0,0,3,1,66,2,2,1,6,3530,1
5889,1,0,3,4,52,0,2,1,3,2904,0
5890,2,0,1,3,42,0,2,0,7,2927,0
5891,4,0,1,2,159,0,2,0,2,2914,0
5892,3,0,1,4,122,1,1,1,1,3874,0
5893,4,0,2,0,164,2,1,1,1,2211,1
5894,0,0,2,2,46,0,1,0,4,3555,1
5895,1,0,2,4,161,1,2,1,4,2296,0
5896,2,0,2,1,156,1,1,0,0,2292,0
5897,4,0,3,3,55,3,1,0,0,2239,0
5898,3,0,2,2,94,3,1,0,7,2832,0
5899,4,0,2,4,41,0,1,1,6,2188,0
5900,0,0,2,3,68,0,1,1,6,3509,0
5901,1,0,1,4,175,1,1,0,8,3389,0
5902,2,0,1,4,66,0,0,1,0,2673,1
5903,4,0,0,3,125,3,2,1,3,2155,1
5904,3,0,3,3,106,1,1,0,2,2660,1
5905,4,0,2,4,47,0,1,1,0,3869,0
5906,0,0,1,4,158,1,1,1,5,2799,0
5907,1,0,2,2,0,2,2,1,0,3067,1
5908,2,2,1,2,103,3,2,0,9,2935,1
5909,4,2,2,0,102,2,1,0,4,3253,0
5910,3,2,2,2,161,1,1,0,1,3269,1
5911,4,2,1,1,53,3,2,0,8,2423,0
5912,0,2,3,0,97,2,2,0,9,3345,0
5913,1,2,1,4,188,0,1,1,9,3666,0
5914,2,2,2,4,109,2,2,0,4,3330,0
5915,4,2,3,4,89,1,1,1,4,2622,1
5916,3,2,3,3,172,1,0,0,9,3038,0
5917,4,2,3,0,156,1,2,1,1,2451,0
5918,0,2,2,2,100,0,1,0,4,3702,0
5919,1,2,1,2,53,1,1,1,5,2751,0
5920,2,2,3,4,58,0,2,1,2,2766,0
5921,4,2,3,3,171,0,2,1,3,2173,0
5922,3,2,1,2,112,0,2,0,4,3707,0
5923,4,2,3,4,179,1,2,1,8,2402,1
5924,0,2,2,1,176,0,1,0,0,3968,1
5925,1,2,4,4,184,1,1,1,8,2194,1
5926,2,2,4,2,106,1,1,0,4,3015,0
5927,4,2,3,1,88,1,2,0,7,2681,0
5928,3,2,3,1,148,3,2,0,6,3568,0
5929,4,2,2,3,42,3,1,1,9,3458,0
5930,0,2,2,2,13,0,2,0,3,3464,0
5931,1,2,0,4,93,3,1,1,2,3357,0
5932,2,2,1,1,74,1,1,1,8,2189,0
5933,4,2,1,0,87,0,2,0,9,2698,0
5934,3,2,1,3,167,4,0,1,2,2539,0
5935,4,2,2,0,175,2,1,1,8,3885,1
5936,0,2,4,2,106,2,2,0,2,2600,1
5937,1,2,1,2,169,1,2,0,7,3149,0
5938,2,2,2,0,124,1,2,0,5,2577,0
5939,4,2,2,3,178,0,1,0,6,2959,1
5940,3,2,2,4,116,0,2,1,9,2653,0
5941,4,2,2,1,148,1,0,1,0,3611,1
5942,0,2,2,4,156,1,2,0,3,3098,0
5943,1,2,3,4,62,0,1,1,7,2838,0
5944,2,2,0,4,190,4,2,0,4,3543,0
5945,4,2,1,4,68,1,0,1,9,2737,1
5946,3,2,2,2,74,4,2,1,5,3080,0
5947,4,2,2,0,173,0,2,0,7,3015,0
5948,0,2,2,1,142,0,1,0,1,2124,0
5949,1,2,2,2,102,5,2,0,0,3376,0
5950,2,2,2,3,88,6,1,1,6,3303,1
5951,4,2,3,1,169,1,1,1,9,2458,1
5952,3,2,1,1,108,7,2,0,9,2636,0
5953,4,2,3,0,137,5,2,0,4,3798,1
5954,0,2,2,4,38,1,1,0,7,3738,0
5955,1,2,1,3,57,1,2,0,8,3527,0
5956,2,2,0,4,145,1,2,0,2,2368,1
5957,4,2,2,4,91,1,1,1,6,3102,1
5958,3,2,1,2,52,1,1,0,7,3669,0
5959,4,2,1,3,37,6,2,0,9,3493,1
5960,0,2,4,0,154,2,1,1,9,603,1
5961,1,2,4,0,153,2,2,1,1,316,1
5962,2,2,3,1,163,3,1,1,7,657,0
5963,4,2,4,3,170,2,1,1,4,619,1
5964,3,2,4,4,148,2,2,0,5,181,0
5965,4,2,2,4,143,4,1,1,1,849,0
5966,0,2,2,4,174,3,1,0,0,183,1
5967,1,2,4,2,174,2,1,0,6,75,0
5968,2,2,4,1,161,2,2,1,0,495,0
5969,4,2,2,2,147,3,2,0,2,614,1
5970,3,2,2,4,175,2,1,1,5,3156,0
5971,4,2,4,2,106,2,2,0,5,2364,0
5972,0,2,1,2,169,1,2,0,2,4011,1
5973,1,2,2,0,124,1,2,1,0,3231,1
5974,2,2,2,2,178,0,1,1,0,2856,0
5975,4,2,2,0,116,0,2,1,3,3052,0
5976,3,2,2,1,148,1,0,0,2,2221,0
5977,4,2,2,1,156,1,2,0,3,3819,0
5978,0,2,3,0,62,0,1,1,3,3777,1
5979,1,2,0,4,190,4,2,0,2,2601,1
5980,2,2,1,2,68,1,0,1,7,3241,0
5981,4,2,2,1,74,4,2,1,9,2977,0
5982,3,2,2,2,173,0,2,1,1,2274,0
5983,4,2,2,2,142,0,1,1,6,3842,1
5984,0,2,2,4,102,5,2,1,8,2364,1
5985,1,2,2,2,88,6,1,1,3,2782,0
5986,2,2,3,1,169,1,1,1,7,3501,1
5987,4,2,1,0,108,7,2,1,4,3434,0
5988,3,2,3,1,137,5,2,0,7,3572,1
5989,4,2,2,1,38,1,1,0,8,2330,1
5990,0,2,1,1,57,1,2,1,5,2176,0
5991,1,2,0,0,145,1,2,0,4,3741,1
5992,2,2,2,3,91,1,1,0,7,2979,0
5993,4,2,1,3,52,1,1,0,7,3333,1
5994,3,2,1,4,37,6,2,0,7,3084,1
5995,4,2,4,0,154,2,1,1,3,17,0
5996,0,2,4,4,153,2,2,1,2,689,1
5997,1,2,3,2,163,3,1,1,1,707,0
5998,2,2,4,1,170,2,1,0,8,215,0
5999,4,2,4,2,148,2,2,1,4,104,1
6000,3,2,2,4,143,4,1,1,3,435,0
6001,4,1,2,2,174,3,1,0,2,761,1
6002,0,1,4,3,186,2,1,1,5,561,0
6003,1,1,4,4,199,2,2,1,1,943,0
6004,2,1,4,0,159,2,1,1,4,247,1
6005,4,1,4,3,196,2,1,1,2,799,1
6006,3,1,4,2,148,2,1,0,0,307,1
6007,4,1,4,0,210,2,1,1,0,206,0
6008,0,1,4,0,162,2,1,1,2,488,0
6009,1,1,2,1,169,4,1,1,7,378,1
6010,2,1,3,0,131,3,1,1,6,600,1
6011,4,1,5,0,180,2,1,0,7,541,1
6012,3,1,4,3,148,2,2,1,6,769,0
6013,4,1,2,2,121,4,2,0,5,533,0
6014,0,1,0,2,115,1,1,0,7,168,0
6015,1,1,2,1,131,3,1,1,6,343,1
6016,2,1,3,2,153,2,2,1,0,13,1
6017,4,1,4,2,173,2,1,1,2,5,0
6018,3,1,4,4,182,2,2,0,5,136,0
6019,4,1,4,4,186,2,2,1,2,372,0
6020,0,1,4,3,204,2,2,0,6,588,0
6021,1,1,3,4,163,3,1,0,8,604,0
6022,2,1,4,0,199,2,2,0,5,592,0
6023,4,0,3,4,142,3,1,1,1,636,0
6024,3,0,3,2,174,3,2,0,6,294,1
6025,4,0,3,2,171,3,1,1,5,115,1
6026,0,0,2,0,174,3,2,1,8,274,1
6027,1,0,2,0,149,3,2,0,7,888,0
6028,2,0,4,3,166,2,1,0,9,64,1
6029,4,0,2,1,149,3,1,1,7,118,1
6030,3,0,4,1,172,2,1,1,6,907,0
6031,4,0,3,0,166,3,1,1,0,470,1
6032,0,0,4,2,187,3,2,1,9,465,0
6033,1,0,3,2,164,3,2,1,7,0,0
6034,2,0,5,4,162,2,1,0,3,656,1
6035,4,0,3,1,34,2,2,0,0,847,0
6036,3,0,4,2,166,3,1,1,8,49,0
6037,4,0,4,1,197,2,1,0,3,739,1
6038,0,0,5,0,159,3,2,1,9,232,1
6039,1,0,4,0,146,3,1,0,4,536,0
6040,2,0,4,2,168,2,2,0,5,602,1
6041,4,0,4,3,157,2,1,0,6,467,0
6042,3,0,3,4,175,3,1,0,3,646,0
6043,4,0,4,1,154,2,2,0,2,752,1
6044,0,0,2,2,170,3,0,0,4,571,0
6045,1,2,4,1,190,2,1,0,3,575,0
6046,2,2,3,1,179,3,1,1,8,360,0
6047,4,2,4,2,199,3,1,1,3,379,0
6048,3,2,3,0,173,4,2,0,7,330,0
6049,4,2,2,0,143,3,1,0,0,755,1
6050,0,2,4,3,175,2,2,1,7,837,0
6051,1,2,4,4,69,4,1,0,5,511,1
6052,2,2,5,1,206,3,2,1,4,594,0
6053,4,2,4,1,197,4,1,0,9,884,1
6054,3,2,2,3,106,1,1,0,2,3577,1
6055,4,2,0,2,89,1,2,0,6,2361,0
6056,0,2,2,3,114,0,2,1,7,3971,0
6057,1,2,1,4,90,0,2,1,7,3954,0
6058,2,2,1,3,67,1,1,1,6,3944,0
6059,4,2,1,3,72,1,1,1,4,3990,0
6060,3,2,2,2,103,1,1,1,7,2502,1
6061,4,2,1,4,175,0,2,1,6,3041,0
6062,0,2,1,3,68,1,1,0,3,2888,0
6063,1,2,2,0,135,0,2,1,2,2792,0
6064,2,2,1,0,100,0,1,1,9,2257,1
6065,4,2,2,1,122,1,1,0,1,3032,0
6066,3,2,3,0,171,2,1,1,4,2549,1
6067,4,2,2,3,67,1,1,0,4,2549,0
6068,0,2,2,0,128,2,2,0,4,2973,0
6069,1,2,1,3,60,0,2,0,9,3184,1
6070,2,2,3,4,79,4,1,0,1,2969,1
6071,4,2,1,3,161,3,2,0,4,3425,0
6072,3,2,2,3,163,1,1,1,2,2613,0
6073,4,2,1,2,16,2,1,0,6,3759,1
6074,0,2,2,2,49,2,2,1,1,3776,0
6075,1,2,1,0,134,1,2,1,2,3040,0
6076,2,2,1,3,92,2,1,0,5,3097,0
6077,4,2,1,1,36,2,2,0,2,2616,0
6078,3,2,2,0,143,2,0,1,1,3555,0
6079,4,2,0,4,71,1,2,1,7,2703,0
6080,0,2,1,0,37,1,2,1,6,2126,1
6081,1,2,2,1,174,0,0,0,8,3158,1
6082,2,2,2,2,133,0,2,1,6,3424,1
6083,4,2,3,0,165,2,0,0,5,2939,0
6084,3,2,0,0,96,1,1,0,8,2867,0
6085,4,2,2,4,121,1,1,0,5,2936,1
6086,0,2,2,2,150,0,1,1,5,2993,0
6087,1,2,3,4,112,0,2,1,7,3382,0
6088,2,2,3,0,52,1,1,0,4,3826,0
6089,4,2,2,0,36,4,0,1,7,2987,1
6090,3,2,2,1,153,1,1,0,5,3131,1
6091,4,2,1,2,129,2,1,0,8,3521,1
6092,0,2,3,0,183,2,2,0,2,2705,0
6093,1,2,2,1,87,0,1,0,7,3006,0
6094,2,2,2,3,119,0,0,0,5,3306,0
6095,4,2,4,3,99,3,0,0,9,2341,0
6096,3,2,2,1,60,0,2,1,4,2572,1
6097,4,2,1,4,64,1,1,0,7,2224,0
6098,0,2,3,4,57,3,2,1,9,3361,0
6099,1,2,1,3,119,1,0,0,4,2767,1
6100,2,2,2,2,67,1,1,0,6,2657,0
6101,4,2,2,1,99,1,2,1,7,3269,0
6102,3,2,2,2,74,0,1,1,2,2687,1
6103,4,2,1,2,37,1,1,1,4,3966,0
6104,0,2,3,1,75,4,2,0,4,4006,1
6105,1,2,1,4,90,1,2,1,6,2858,0
6106,2,2,2,1,150,1,0,1,4,3986,0
6107,4,2,1,2,74,1,1,0,6,3482,1
6108,3,2,0,4,93,0,1,1,8,3312,0
6109,4,2,2,4,120,0,1,0,7,3805,1
6110,0,2,2,1,168,1,1,1,9,3211,1
6111,1,2,3,3,172,1,1,0,2,3381,1
6112,2,2,2,0,129,0,2,0,9,2677,1
6113,4,2,2,1,156,0,0,0,3,3301,1
6114,3,2,1,1,108,1,1,0,7,2686,1
6115,4,2,3,0,97,0,2,0,0,2557,0
6116,0,2,3,2,124,1,1,0,8,3385,0
6117,1,2,4,3,175,1,1,0,6,3263,1
6118,2,2,0,1,131,2,2,1,5,2222,1
6119,4,2,2,0,110,3,2,0,6,3970,1
6120,3,2,2,1,46,1,2,0,2,2741,0
6121,4,2,3,4,140,0,2,1,1,3278,0
6122,0,2,3,3,179,0,2,1,9,3452,1
6123,1,2,1,4,48,0,2,1,1,2727,1
6124,2,2,2,4,98,1,2,1,2,3239,1
6125,4,2,1,1,164,1,1,1,8,2691,1
6126,3,2,1,3,144,1,2,1,7,2521,0
6127,4,2,1,1,40,1,0,0,1,3780,0
6128,0,2,1,2,36,0,2,1,0,2783,0
6129,1,2,2,1,170,1,2,1,6,3196,0
6130,2,2,2,0,167,1,0,1,4,2875,0
6131,4,2,3,4,174,1,1,0,8,3841,1
6132,3,2,1,2,112,3,1,0,9,2373,0
6133,4,2,3,4,110,1,1,1,0,3573,0
6134,0,2,1,2,63,1,1,1,2,3298,1
6135,1,2,2,2,66,1,1,1,3,3944,1
6136,2,2,1,1,81,0,2,1,3,2528,0
6137,4,2,1,2,72,2,1,0,3,2215,1
6138,3,1,1,0,171,2,2,0,3,2999,1
6139,4,1,2,4,126,1,2,0,6,3876,0
6140,0,1,1,1,138,1,1,0,9,2874,0
6141,1,1,1,0,37,1,1,0,8,3767,0
6142,2,1,2,3,111,1,1,0,9,2635,0
6143,4,1,2,2,147,2,1,0,8,2903,0
6144,3,1,3,4,65,1,1,0,0,2575,1
6145,4,1,1,4,97,1,2,0,5,3366,0
6146,0,1,2,4,138,2,2,1,8,3807,0
6147,1,1,0,0,89,4,2,0,6,2254,1
6148,2,1,2,4,146,0,2,0,4,2898,0
6149,4,1,2,4,156,0,0,0,5,2263,1
6150,3,1,2,2,83,1,1,0,2,3548,1
6151,4,1,2,2,62,1,0,0,4,3650,0
6152,0,1,1,0,130,1,1,0,7,2124,0
6153,1,1,3,3,173,0,2,0,1,3988,0
6154,2,1,1,4,52,1,1,0,6,3729,0
6155,4,1,2,4,63,0,1,0,2,3748,0
6156,3,1,1,3,177,2,2,1,3,3421,0
6157,4,1,1,3,137,1,2,1,4,3369,0
6158,0,1,2,4,86,1,2,0,1,2578,0
6159,1,1,1,3,57,0,2,1,4,2144,1
6160,2,0,2,4,114,0,2,1,4,3727,0
6161,4,0,2,0,145,1,2,1,5,2659,0
6162,3,0,1,1,124,1,1,1,7,3112,1
6163,4,0,3,3,115,1,2,0,6,2943,0
6164,0,0,1,4,55,1,1,0,0,2208,0
6165,1,0,3,4,171,1,2,1,8,2868,1
6166,2,0,2,2,154,0,2,1,3,2900,1
6167,4,0,2,2,85,1,1,0,4,3455,1
6168,3,0,3,1,101,2,0,1,3,2451,1
6169,4,0,1,3,76,0,2,0,4,2744,0
6170,0,0,2,0,123,1,1,1,2,3291,1
6171,1,0,3,4,93,1,1,1,6,3760,0
6172,2,0,3,0,129,1,1,1,7,2641,0
6173,4,0,3,2,173,3,1,0,7,3866,1
6174,3,0,3,3,61,1,2,0,6,2315,1
6175,4,0,1,4,93,1,1,1,4,3478,0
6176,0,0,1,0,130,0,2,0,5,3029,1
6177,1,0,0,0,124,0,2,0,5,2493,1
6178,2,0,4,2,179,4,1,1,3,2961,0
6179,4,0,1,3,75,1,2,0,4,2423,1
6180,3,0,2,2,139,1,1,0,3,3354,1
6181,4,0,1,3,105,1,0,1,6,2973,1
6182,0,2,3,4,173,1,1,0,4,3719,1
6183,1,2,3,2,86,0,1,1,3,3628,0
6184,2,2,3,4,170,3,1,0,8,2604,0
6185,4,2,1,4,61,0,2,0,3,4016,0
6186,3,2,2,0,162,2,0,0,0,3529,0
6187,4,2,2,1,184,2,1,1,8,3353,1
6188,0,2,2,3,58,1,1,0,6,2224,1
6189,1,2,2,3,178,0,1,0,2,2372,0
6190,2,2,2,4,84,0,2,0,0,2444,0
6191,4,2,1,4,50,1,2,0,6,2242,0
6192,3,2,1,3,140,1,2,1,0,3883,0
6193,4,2,2,3,37,2,0,0,9,3360,0
6194,0,2,3,1,77,2,0,0,8,2420,0
6195,1,2,2,2,114,1,1,1,8,3608,0
6196,2,2,1,3,142,0,2,0,0,3073,1
6197,4,2,2,1,172,2,1,0,2,3340,0
6198,3,2,1,4,79,1,2,0,7,3524,1
6199,4,2,3,1,184,2,1,1,7,2641,1
6200,0,2,2,0,57,0,1,0,0,2148,0
6201,1,2,2,3,155,0,2,0,5,2487,0
6202,2,2,2,1,156,1,2,1,7,2377,1
6203,4,2,2,4,105,6,2,0,3,3525,1
6204,3,2,3,3,120,2,2,0,7,3910,1
6205,4,2,1,1,30,7,1,1,2,2193,1
6206,0,2,1,1,81,2,1,0,2,2315,1
6207,1,2,3,2,49,1,2,1,0,3820,1
6208,2,2,3,2,162,0,1,0,9,3430,1
6209,4,2,2,2,177,7,2,1,5,2366,1
6210,3,2,2,0,149,1,1,0,4,2625,0
6211,4,2,3,3,145,0,2,0,6,2524,0
6212,0,2,2,0,112,1,1,0,5,3406,1
6213,1,2,4,4,186,2,1,1,0,189,1
6214,2,2,4,4,199,2,2,1,0,155,0
6215,4,2,4,4,159,2,1,0,8,109,0
6216,3,2,4,2,196,2,1,0,7,418,0
6217,4,2,4,3,148,2,1,1,0,126,1
6218,0,2,4,3,210,2,1,0,7,670,1
6219,1,2,4,4,162,2,1,1,4,929,1
6220,2,2,2,0,169,4,1,0,1,609,1
6221,4,2,3,0,131,3,1,1,5,646,0
6222,3,2,5,0,180,2,1,0,8,501,1
6223,4,2,4,4,148,2,2,0,1,942,0
6224,0,2,2,1,121,4,2,0,2,709,1
6225,1,2,0,4,115,1,1,1,2,355,0
6226,2,2,2,3,131,3,1,1,7,944,1
6227,4,2,3,0,153,2,2,1,4,25,1
6228,3,2,4,1,173,2,1,1,5,69,0
